2019-10-01 00:00,1.324790000,1.324860000,1.324790000,1.324860000,.0000
2019-10-01 00:01,1.324860000,1.324890000,1.324850000,1.324860000,.0000
2019-10-01 00:02,1.324860000,1.324860000,1.324710000,1.324720000,.0000
2019-10-01 00:03,1.324720000,1.324720000,1.32470000,1.32470000,.0000
2019-10-01 00:04,1.324710000,1.324710000,1.32470000,1.32470000,.0000
2019-10-01 00:05,1.324710000,1.324710000,1.324620000,1.324710000,.0000
2019-10-01 00:06,1.324730000,1.324790000,1.324710000,1.324780000,.0000
2019-10-01 00:07,1.324790000,1.324790000,1.324770000,1.324770000,.0000
2019-10-01 00:08,1.324770000,1.324770000,1.324610000,1.324630000,.0000
2019-10-01 00:09,1.324620000,1.324650000,1.324610000,1.324650000,.0000
2019-10-01 00:10,1.324650000,1.324650000,1.324620000,1.324630000,.0000
2019-10-01 00:11,1.324620000,1.324640000,1.324620000,1.324630000,.0000
2019-10-01 00:12,1.324630000,1.324640000,1.324620000,1.324630000,.0000
2019-10-01 00:13,1.324630000,1.324630000,1.324520000,1.324610000,.0000
2019-10-01 00:14,1.324610000,1.324680000,1.324610000,1.324630000,.0000
2019-10-01 00:15,1.324680000,1.324690000,1.324620000,1.324630000,.0000
2019-10-01 00:16,1.324640000,1.324710000,1.324640000,1.32470000,.0000
2019-10-01 00:17,1.324710000,1.324710000,1.324520000,1.324520000,.0000
2019-10-01 00:18,1.324520000,1.324550000,1.32450000,1.324530000,.0000
2019-10-01 00:19,1.324540000,1.324610000,1.324490000,1.324490000,.0000
2019-10-01 00:20,1.324490000,1.324510000,1.324430000,1.324450000,.0000
2019-10-01 00:21,1.324440000,1.324460000,1.324370000,1.324370000,.0000
2019-10-01 00:22,1.324370000,1.324390000,1.324350000,1.324370000,.0000
2019-10-01 00:23,1.324360000,1.324430000,1.324360000,1.324420000,.0000
2019-10-01 00:24,1.324440000,1.324450000,1.324350000,1.324350000,.0000
2019-10-01 00:25,1.324350000,1.324360000,1.324340000,1.324340000,.0000
2019-10-01 00:26,1.324350000,1.324350000,1.32410000,1.32410000,.0000
2019-10-01 00:27,1.324110000,1.32420000,1.32410000,1.324190000,.0000
2019-10-01 00:28,1.324170000,1.324230000,1.324170000,1.324190000,.0000
2019-10-01 00:29,1.324190000,1.324360000,1.324190000,1.324280000,.0000
2019-10-01 00:30,1.324320000,1.324450000,1.323350000,1.323820000,.0000
2019-10-01 00:31,1.323820000,1.324220000,1.323820000,1.32420000,.0000
2019-10-01 00:32,1.32420000,1.324380000,1.324110000,1.324120000,.0000
2019-10-01 00:33,1.324120000,1.324330000,1.324120000,1.324180000,.0000
2019-10-01 00:34,1.324160000,1.324210000,1.324090000,1.324210000,.0000
2019-10-01 00:35,1.324230000,1.324380000,1.324230000,1.324310000,.0000
2019-10-01 00:36,1.32430000,1.324390000,1.324210000,1.324350000,.0000
2019-10-01 00:37,1.324340000,1.324630000,1.324340000,1.324620000,.0000
2019-10-01 00:38,1.324630000,1.324640000,1.324540000,1.324550000,.0000
2019-10-01 00:39,1.324550000,1.324560000,1.324550000,1.324550000,.0000
2019-10-01 00:40,1.324550000,1.324550000,1.324360000,1.324370000,.0000
2019-10-01 00:41,1.324370000,1.324550000,1.324370000,1.324480000,.0000
2019-10-01 00:42,1.324480000,1.324540000,1.32440000,1.324460000,.0000
2019-10-01 00:43,1.324460000,1.32480000,1.324460000,1.32480000,.0000
2019-10-01 00:44,1.324810000,1.32490000,1.324710000,1.324760000,.0000
2019-10-01 00:45,1.324760000,1.324840000,1.324710000,1.324790000,.0000
2019-10-01 00:46,1.324790000,1.32480000,1.324730000,1.324770000,.0000
2019-10-01 00:47,1.324790000,1.324820000,1.324790000,1.324790000,.0000
2019-10-01 00:48,1.324790000,1.324890000,1.324740000,1.324860000,.0000
2019-10-01 00:49,1.324860000,1.324860000,1.324740000,1.324770000,.0000
2019-10-01 00:50,1.324770000,1.324810000,1.324760000,1.324760000,.0000
2019-10-01 00:51,1.324760000,1.32480000,1.324750000,1.324790000,.0000
2019-10-01 00:52,1.32480000,1.324890000,1.324790000,1.324860000,.0000
2019-10-01 00:53,1.324860000,1.324870000,1.324820000,1.324830000,.0000
2019-10-01 00:54,1.324850000,1.324910000,1.324830000,1.324890000,.0000
2019-10-01 00:55,1.32490000,1.32490000,1.324820000,1.324880000,.0000
2019-10-01 00:56,1.324880000,1.32490000,1.324870000,1.324870000,.0000
2019-10-01 00:57,1.324870000,1.324880000,1.324750000,1.324770000,.0000
2019-10-01 00:58,1.324790000,1.32480000,1.324680000,1.324680000,.0000
2019-10-01 00:59,1.32470000,1.324770000,1.324680000,1.324740000,.0000
2019-10-01 01:00,1.324750000,1.324880000,1.324630000,1.32480000,.0000
2019-10-01 01:01,1.324790000,1.324850000,1.324780000,1.324840000,.0000
2019-10-01 01:02,1.324790000,1.324880000,1.324790000,1.324810000,.0000
